"","foo.cont","foo.e","foo.value"
"669","Togo","Alcohol.Use.Disorders",0.37
"3238","Lesotho","Environmental.Heat.and.Cold.Exposure",0.37
"5014","Costa Rica","Drug.Use.Disorders",0.37
"5269","Central African Republic","Parkinson.s.Disease",0.37
"5330","Canada","Nutritional.Deficiencies",0.37
"5309","Canada","Protein.Energy.Malnutrition",0.37
"4515","Estonia","Lower.Respiratory.Infections",0.370000000000001
"5983","Azerbaijan","Alzheimer.s.Disease.and.Other.Dementias",0.379999999999999
"2009","Panama","Maternal.Disorders",0.38
"4057","Guatemala","Drowning",0.38
"5443","Burkina Faso","Alcohol.Use.Disorders",0.38
"1031","Spain","Protein.Energy.Malnutrition",0.38
"1844","Poland","Diarrheal.Diseases",0.38
"2999","Maldives","Drug.Use.Disorders",0.38
"4798","Denmark","HIV.AIDS",0.38
"5660","Bhutan","Alcohol.Use.Disorders",0.38
"736","Thailand","Drug.Use.Disorders",0.38
"1010","Sri Lanka","Alcohol.Use.Disorders",0.38
"2582","Mozambique","Poisonings",0.38
"660","Togo","Poisonings",0.39
"6296","Afghanistan","Fire..Heat..and.Hot.Substances",0.39
"892","Switzerland","HIV.AIDS",0.39
"4704","Dominican Republic","Drug.Use.Disorders",0.39
"4757","Djibouti","Environmental.Heat.and.Cold.Exposure",0.39
"5000","Costa Rica","Poisonings",0.39
"3459","Kenya","Alcohol.Use.Disorders",0.4
"3635","Israel","Protein.Energy.Malnutrition",0.4
"1449","Saudi Arabia","Drug.Use.Disorders",0.4
"5350","Cameroon","Alcohol.Use.Disorders",0.4
"4287","Gambia","Poisonings",0.4
"49","Zambia","Alcohol.Use.Disorders",0.41
"771","Tanzania","Drowning",0.41
"3402","Kuwait","Drug.Use.Disorders",0.41
"4203","Ghana","Alcohol.Use.Disorders",0.41
"5071","Congo","Alcohol.Use.Disorders",0.41
"4491","Eswatini","Drowning",0.419999999999999
"1453","Saudi Arabia","Drowning",0.42
"3233","Lesotho","Poisonings",0.42
"3249","Lesotho","Maternal.Disorders",0.42
"3768","Indonesia","Self.harm",0.42
"2255","North Korea","Drug.Use.Disorders",0.42
"4194","Ghana","Poisonings",0.42
"4850","Czechia","Environmental.Heat.and.Cold.Exposure",0.42
"4969","Cote d'Ivoire","Poisonings",0.42
"2576","Mozambique","Fire..Heat..and.Hot.Substances",0.43
"3551","Japan","Self.harm",0.43
"5866","Bangladesh","Road.Injuries",0.43
"1201","Solomon Islands","Drug.Use.Disorders",0.43
"2689","Mongolia","Drug.Use.Disorders",0.43
"1421","Senegal","Interpersonal.Violence",0.43
"3867","Hungary","Drug.Use.Disorders",0.43
"5086","Comoros","Acute.Hepatitis",0.43
"5893","Bahrain","Fire..Heat..and.Hot.Substances",0.43
"5365","Cambodia","Acute.Hepatitis",0.43
"1546","Samoa","Drowning",0.44
"2405","New Zealand","Alcohol.Use.Disorders",0.44
"2696","Mongolia","Parkinson.s.Disease",0.44
"3656","Israel","Nutritional.Deficiencies",0.44
"6302","Afghanistan","Poisonings",0.44
"2690","Mongolia","HIV.AIDS",0.44
"5222","Chad","Environmental.Heat.and.Cold.Exposure",0.44
"209","Uzbekistan","Drug.Use.Disorders",0.44
"5541","Brazil","Drug.Use.Disorders",0.44
"1827","Portugal","Nutritional.Deficiencies",0.44
"1387","Serbia","Drug.Use.Disorders",0.45
"1165","Somalia","Alcohol.Use.Disorders",0.45
"1460","Sao Tome and Principe","Fire..Heat..and.Hot.Substances",0.45
"1475","Sao Tome and Principe","Alcohol.Use.Disorders",0.45
"1480","Sao Tome and Principe","Drug.Use.Disorders",0.45
"1537","Samoa","Alcohol.Use.Disorders",0.45
"2929","Malta","Diarrheal.Diseases",0.45
"5257","Central African Republic","Alcohol.Use.Disorders",0.45
"6323","Afghanistan","Parkinson.s.Disease",0.45
"1525","Samoa","Chronic.Respiratory.Diseases",0.450000000000003
"1040","Spain","Self.harm",0.46
"2538","Namibia","Drowning",0.46
"2591","Mozambique","Alcohol.Use.Disorders",0.46
"3223","Liberia","Parkinson.s.Disease",0.46
"1991","Panama","Road.Injuries",0.469999999999999
"3255","Lesotho","Alzheimer.s.Disease.and.Other.Dementias",0.47
"1295","Singapore","HIV.AIDS",0.47
"3081","Madagascar","Conflict.and.Terrorism",0.47
"5627","Bolivia","Exposure.to.Forces.of.Nature",0.48
"5944","Bahamas","Drug.Use.Disorders",0.48
"6255","Algeria","HIV.AIDS",0.48
"1177","Somalia","Parkinson.s.Disease",0.48
"220","Uruguay","Fire..Heat..and.Hot.Substances",0.49
"4008","Guinea","Poisonings",0.49
"5557","Botswana","Protein.Energy.Malnutrition",0.49
"5578","Botswana","Nutritional.Deficiencies",0.49
"5948","Bahamas","Drowning",0.49
"1138","South Africa","Tuberculosis",0.499999999999996
"390","Ukraine","Alcohol.Use.Disorders",0.5
"433","Uganda","Parkinson.s.Disease",0.5
"953","Suriname","Drug.Use.Disorders",0.5
"955","Suriname","Maternal.Disorders",0.5
"1056","South Sudan","Acute.Hepatitis",0.5
"2352","Niger","Drowning",0.5
"3944","Guyana","Road.Injuries",0.5
"4835","Democratic Republic of Congo","Parkinson.s.Disease",0.5
"6168","Angola","Parkinson.s.Disease",0.5
"1673","Rwanda","Parkinson.s.Disease",0.5
"2529","Namibia","Alcohol.Use.Disorders",0.5
"5659","Bhutan","Self.harm",0.51
"799","Tajikistan","HIV.AIDS",0.51
"2095","Pakistan","Alcohol.Use.Disorders",0.51
"5288","Cape Verde","Alcohol.Use.Disorders",0.51
"4210","Ghana","Maternal.Disorders",0.51
"5210","Chad","Acute.Hepatitis",0.51
"3444","Kenya","Fire..Heat..and.Hot.Substances",0.52
"5406","Burundi","Conflict.and.Terrorism",0.52
"343","United Arab Emirates","Acute.Hepatitis",0.52
"860","Syria","Drug.Use.Disorders",0.52
"2297","Nigeria","Fire..Heat..and.Hot.Substances",0.52
"4271","Georgia","HIV.AIDS",0.53
"23","Zimbabwe","Drug.Use.Disorders",0.53
"384","Ukraine","Conflict.and.Terrorism",0.53
"3361","Kyrgyzstan","Neoplasms",0.539999999999999
"1604","Saint Lucia","Drug.Use.Disorders",0.54
"2630","Morocco","Interpersonal.Violence",0.54
"3219","Liberia","Interpersonal.Violence",0.54
"2224","North Macedonia","Drug.Use.Disorders",0.55
"2447","Netherlands","Nutritional.Deficiencies",0.55
"111","Vietnam","Alcohol.Use.Disorders",0.55
"1052","Spain","Nutritional.Deficiencies",0.55
"3068","Malawi","Parkinson.s.Disease",0.55
"4463","Ethiopia","Parkinson.s.Disease",0.55
"5396","Burundi","Acute.Hepatitis",0.55
"2382","Nicaragua","Interpersonal.Violence",0.56
"367","United Arab Emirates","Interpersonal.Violence",0.56
"747","Tanzania","Fire..Heat..and.Hot.Substances",0.56
"2603","Mozambique","Parkinson.s.Disease",0.56
"4963","Cote d'Ivoire","Fire..Heat..and.Hot.Substances",0.56
"1200","Solomon Islands","Tuberculosis",0.569999999999999
"5238","Chad","Parkinson.s.Disease",0.57
"863","Syria","Interpersonal.Violence",0.57
"3998","Guinea-Bissau","Parkinson.s.Disease",0.57
"4069","Guam","Protein.Energy.Malnutrition",0.57
"4090","Guam","Nutritional.Deficiencies",0.57
"4079","Guam","Alcohol.Use.Disorders",0.58
"4631","Egypt","Conflict.and.Terrorism",0.58
"61","Zambia","Parkinson.s.Disease",0.58
"4080","Guam","Neonatal.Disorders",0.58
"4171","Greece","Self.harm",0.58
"4540","Eritrea","Environmental.Heat.and.Cold.Exposure",0.58
"5420","Burundi","Interpersonal.Violence",0.58
"5479","Bulgaria","Drug.Use.Disorders",0.58
"1766","Qatar","Parkinson.s.Disease",0.59
"2250","North Korea","Alcohol.Use.Disorders",0.59
"4224","Germany","Protein.Energy.Malnutrition",0.6
"984","Sudan","Drug.Use.Disorders",0.6
"2839","Mauritius","Alcohol.Use.Disorders",0.609999999999999
"180","Vanuatu","Maternal.Disorders",0.61
"654","Togo","Fire..Heat..and.Hot.Substances",0.61
"1100","South Korea","Diarrheal.Diseases",0.61
"158","Vanuatu","Fire..Heat..and.Hot.Substances",0.61
"2355","Niger","Parkinson.s.Disease",0.61
"3129","Luxembourg","Nutritional.Deficiencies",0.61
"1311","Sierra Leone","Poisonings",0.61
"3108","Luxembourg","Protein.Energy.Malnutrition",0.61
"3737","Iran","Self.harm",0.61
"4239","Germany","Drug.Use.Disorders",0.63
"4797","Denmark","Drug.Use.Disorders",0.63
"359","United Arab Emirates","Alcohol.Use.Disorders",0.63
"581","Trinidad and Tobago","Drug.Use.Disorders",0.64
"6069","Armenia","HIV.AIDS",0.64
"907","Sweden","Protein.Energy.Malnutrition",0.64
"1816","Portugal","Alcohol.Use.Disorders",0.64
"2669","Mongolia","Fire..Heat..and.Hot.Substances",0.64
"4587","Equatorial Guinea","Parkinson.s.Disease",0.64
"30","Zimbabwe","Parkinson.s.Disease",0.65
"4002","Guinea","Fire..Heat..and.Hot.Substances",0.65
"2334","Niger","Poisonings",0.65
"708","Timor","Interpersonal.Violence",0.65
"4419","Fiji","Self.harm",0.65
"9","Zimbabwe","Poisonings",0.66
"1452","Saudi Arabia","Interpersonal.Violence",0.66
"4253","Georgia","Chronic.Respiratory.Diseases",0.66
"363","United Arab Emirates","Tuberculosis",0.67
"2919","Malta","Cirrhosis.and.Other.Chronic.Liver.Diseases",0.67
"928","Sweden","Nutritional.Deficiencies",0.67
"2441","Netherlands","Drug.Use.Disorders",0.67
"4245","Germany","Nutritional.Deficiencies",0.67
"6317","Afghanistan","HIV.AIDS",0.67
"3506","Jordan","Fire..Heat..and.Hot.Substances",0.67
"1839","Poland","Chronic.Kidney.Disease",0.68
"85","Yemen","Drug.Use.Disorders",0.68
"830","Taiwan","HIV.AIDS",0.68
"4745","Djibouti","Acute.Hepatitis",0.68
"1971","Papua New Guinea","Alcohol.Use.Disorders",0.69
"5713","Benin","Poisonings",0.69
"774","Tanzania","Parkinson.s.Disease",0.69
"3188","Libya","Interpersonal.Violence",0.69
"5958","Azerbaijan","Chronic.Respiratory.Diseases",0.690000000000001
"3892","Honduras","Self.harm",0.7
"876","Switzerland","Protein.Energy.Malnutrition",0.7
"4188","Ghana","Fire..Heat..and.Hot.Substances",0.7
"1332","Sierra Leone","Parkinson.s.Disease",0.7
"3242","Lesotho","Alcohol.Use.Disorders",0.7
"5164","China","Alcohol.Use.Disorders",0.7
"395","Ukraine","Drug.Use.Disorders",0.71
"3471","Kenya","Parkinson.s.Disease",0.71
"1305","Sierra Leone","Fire..Heat..and.Hot.Substances",0.71
"4031","Guinea","Meningitis",0.710000000000001
"3450","Kenya","Poisonings",0.72
"5760","Belize","Maternal.Disorders",0.72
"4281","Gambia","Fire..Heat..and.Hot.Substances",0.72
"489","Turkmenistan","HIV.AIDS",0.73
"991","Sudan","Parkinson.s.Disease",0.73
"2337","Niger","Conflict.and.Terrorism",0.73
"4782","Denmark","Protein.Energy.Malnutrition",0.73
"6029","Australia","Diarrheal.Diseases",0.73
"216","Uzbekistan","Parkinson.s.Disease",0.73
"3539","Japan","Cirrhosis.and.Other.Chronic.Liver.Diseases",0.73
"3800","India","Alcohol.Use.Disorders",0.74
"371","United Arab Emirates","Parkinson.s.Disease",0.74
"3309","Latvia","Drug.Use.Disorders",0.74
"3898","Honduras","Drug.Use.Disorders",0.74
"6316","Afghanistan","Drug.Use.Disorders",0.74
"4039","Guatemala","Poisonings",0.74
"2869","Mauritania","Self.harm",0.74
"2954","Mali","Poisonings",0.75
"3254","Lesotho","Parkinson.s.Disease",0.75
"3424","Kiribati","Environmental.Heat.and.Cold.Exposure",0.75
"3428","Kiribati","Alcohol.Use.Disorders",0.75
"3434","Kiribati","HIV.AIDS",0.75
"5266","Central African Republic","Drowning",0.75
"6320","Afghanistan","Drowning",0.75
"4699","Dominican Republic","Alcohol.Use.Disorders",0.75
"1949","Paraguay","Drowning",0.75
"5970","Azerbaijan","Alcohol.Use.Disorders",0.75
"1061","South Sudan","Road.Injuries",0.750000000000001
"4513","Estonia","Alcohol.Use.Disorders",0.750000000000002
"3974","Guinea-Bissau","Chronic.Respiratory.Diseases",0.759999999999998
"5341","Cameroon","Poisonings",0.76
"2882","Mauritania","Parkinson.s.Disease",0.76
"4426","Fiji","HIV.AIDS",0.76
"2404","New Zealand","Self.harm",0.77
"3653","Israel","Interpersonal.Violence",0.77
"3033","Malaysia","Interpersonal.Violence",0.77
"2627","Morocco","Drug.Use.Disorders",0.77
"2847","Mauritius","Interpersonal.Violence",0.77
"6006","Austria","Drug.Use.Disorders",0.77
"2435","Netherlands","Self.harm",0.779999999999999
"5083","Congo","Parkinson.s.Disease",0.78
"6254","Algeria","Drug.Use.Disorders",0.78
"116","Vietnam","Drug.Use.Disorders",0.78
"699","Timor","Self.harm",0.79
"5567","Botswana","Alcohol.Use.Disorders",0.79
"1276","Singapore","Cirrhosis.and.Other.Chronic.Liver.Diseases",0.79
"2410","New Zealand","Drug.Use.Disorders",0.79
"4890","Cyprus","Drug.Use.Disorders",0.79
"3831","Iceland","Alcohol.Use.Disorders",0.8
"5734","Benin","Parkinson.s.Disease",0.8
"1456","Saudi Arabia","Parkinson.s.Disease",0.8
"4339","Gabon","Parkinson.s.Disease",0.8
"5359","Cameroon","Drowning",0.8
"5920","Bahrain","Parkinson.s.Disease",0.8
"5242","Central African Republic","Fire..Heat..and.Hot.Substances",0.8
"681","Togo","Parkinson.s.Disease",0.81
"1161","Somalia","Environmental.Heat.and.Cold.Exposure",0.81
"4227","Germany","Diabetes.Mellitus",0.810000000000002
"3746","Iran","Interpersonal.Violence",0.82
"2107","Pakistan","Parkinson.s.Disease",0.82
"4494","Eswatini","Parkinson.s.Disease",0.83
"3064","Malawi","Interpersonal.Violence",0.83
"5248","Central African Republic","Poisonings",0.83
"1204","Solomon Islands","Interpersonal.Violence",0.84
"5558","Botswana","Poisonings",0.84
"1762","Qatar","Interpersonal.Violence",0.84
"4053","Guatemala","Drug.Use.Disorders",0.84
"1962","Papua New Guinea","Poisonings",0.84
"2138","Oman","Parkinson.s.Disease",0.84
"6285","Albania","Drug.Use.Disorders",0.84
"3673","Ireland","Diarrheal.Diseases",0.85
"5455","Burkina Faso","Parkinson.s.Disease",0.85
"1739","Qatar","Fire..Heat..and.Hot.Substances",0.85
"4181","Greece","Drowning",0.85
"5009","Costa Rica","Alcohol.Use.Disorders",0.85
"3634","Israel","Road.Injuries",0.850000000000001
"1429","Saudi Arabia","Fire..Heat..and.Hot.Substances",0.86
"2324","Nigeria","Parkinson.s.Disease",0.86
"86","Yemen","HIV.AIDS",0.86
"4761","Djibouti","Alcohol.Use.Disorders",0.87
"2975","Mali","Parkinson.s.Disease",0.87
"5100","Comoros","Exposure.to.Forces.of.Nature",0.87
"3542","Japan","Protein.Energy.Malnutrition",0.87
"4122","Grenada","Parkinson.s.Disease",0.87
"4770","Djibouti","Drowning",0.87
"225","Uruguay","Protein.Energy.Malnutrition",0.88
"1763","Qatar","Drowning",0.88
"2789","Micronesia","Parkinson.s.Disease",0.88
"3272","Lebanon","Self.harm",0.88
"4115","Grenada","Drug.Use.Disorders",0.88
"4355","France","Diarrheal.Diseases",0.88
"3358","Kyrgyzstan","Chronic.Kidney.Disease",0.880000000000001
"4098","Grenada","Chronic.Respiratory.Diseases",0.880000000000001
"2785","Micronesia","Interpersonal.Violence",0.89
"3251","Lesotho","Drowning",0.89
"1474","Sao Tome and Principe","Self.harm",0.89
"2777","Micronesia","Alcohol.Use.Disorders",0.89
"3604","Italy","Protein.Energy.Malnutrition",0.89
"4385","Finland","Environmental.Heat.and.Cold.Exposure",0.89
"1536","Samoa","Self.harm",0.890000000000001
"1545","Samoa","Interpersonal.Violence",0.890000000000001
"2931","Malta","Self.harm",0.899999999999999
"3022","Malaysia","Diarrheal.Diseases",0.899999999999999
"1071","South Sudan","Self.harm",0.9
"4029","Guinea","Parkinson.s.Disease",0.9
"5511","Brunei","HIV.AIDS",0.9
"5916","Bahrain","Interpersonal.Violence",0.91
"2475","Nepal","Interpersonal.Violence",0.91
"594","Tonga","Cirrhosis.and.Other.Chronic.Liver.Diseases",0.91
"596","Tonga","Road.Injuries",0.91
"173","Vanuatu","Alcohol.Use.Disorders",0.92
"606","Tonga","Self.harm",0.92
"1790","Puerto Rico","Drug.Use.Disorders",0.92
"2045","Palestine","Parkinson.s.Disease",0.92
"2828","Mauritius","Road.Injuries",0.92
"4990","Cote d'Ivoire","Parkinson.s.Disease",0.92
"92","Yemen","Parkinson.s.Disease",0.93
"1342","Seychelles","Poisonings",0.93
"1351","Seychelles","Alcohol.Use.Disorders",0.93
"1356","Seychelles","Drug.Use.Disorders",0.93
"2328","Niger","Fire..Heat..and.Hot.Substances",0.93
"5707","Benin","Fire..Heat..and.Hot.Substances",0.93
"2856","Mauritania","Digestive.Diseases",0.939999999999998
"2972","Mali","Drowning",0.94
"488","Turkmenistan","Drug.Use.Disorders",0.94
"3496","Kazakhstan","HIV.AIDS",0.94
"1692","Russia","Alcohol.Use.Disorders",0.949999999999999
"1070","South Sudan","Exposure.to.Forces.of.Nature",0.95
"3563","Japan","Nutritional.Deficiencies",0.96
"6279","Albania","Self.harm",0.96
"1697","Russia","Drug.Use.Disorders",0.96
"3570","Jamaica","Cirrhosis.and.Other.Chronic.Liver.Diseases",0.97
"287","United States","Protein.Energy.Malnutrition",0.98
"308","United States","Nutritional.Deficiencies",0.98
"3409","Kuwait","Parkinson.s.Disease",0.98
"495","Turkmenistan","Parkinson.s.Disease",1
"550","Tunisia","Drug.Use.Disorders",1
"824","Taiwan","Alcohol.Use.Disorders",1
"2844","Mauritius","Drug.Use.Disorders",1
"4215","Ghana","Parkinson.s.Disease",1
"5184","Chile","Road.Injuries",1
"5273","Cape Verde","Fire..Heat..and.Hot.Substances",1
"256","United States Virgin Islands","Protein.Energy.Malnutrition",1.01
"277","United States Virgin Islands","Nutritional.Deficiencies",1.01
"3262","Lebanon","Road.Injuries",1.01
"4859","Czechia","Drug.Use.Disorders",1.01
"4358","France","Alcohol.Use.Disorders",1.02
"805","Tajikistan","Parkinson.s.Disease",1.02
"3712","Iraq","Drug.Use.Disorders",1.02
"4636","Egypt","Self.harm",1.02
"6114","Antigua and Barbuda","Road.Injuries",1.02
"1245","Slovakia","Cirrhosis.and.Other.Chronic.Liver.Diseases",1.03
"5217","Chad","Poisonings",1.03
"1908","Peru","Self.harm",1.03
"6321","Afghanistan","Malaria",1.03
"1034","Spain","Diabetes.Mellitus",1.04
"1328","Sierra Leone","Interpersonal.Violence",1.04
"2628","Morocco","HIV.AIDS",1.04
"4544","Eritrea","Alcohol.Use.Disorders",1.04
"4844","Czechia","Protein.Energy.Malnutrition",1.04
"5845","Barbados","Self.harm",1.04
"2218","North Macedonia","Self.harm",1.04
"232","Uruguay","Diarrheal.Diseases",1.05
"829","Taiwan","Drug.Use.Disorders",1.06
"2514","Namibia","Fire..Heat..and.Hot.Substances",1.06
"3818","Iceland","Cirrhosis.and.Other.Chronic.Liver.Diseases",1.06
"3828","Iceland","Diarrheal.Diseases",1.06
"4752","Djibouti","Poisonings",1.07
"3123","Luxembourg","Drug.Use.Disorders",1.07
"5618","Bolivia","Road.Injuries",1.07
"3186","Libya","HIV.AIDS",1.08
"987","Sudan","Interpersonal.Violence",1.08
"4234","Germany","Alcohol.Use.Disorders",1.08
"4865","Czechia","Nutritional.Deficiencies",1.08
"5114","Comoros","Parkinson.s.Disease",1.08
"5400","Burundi","Chronic.Respiratory.Diseases",1.08
"3347","Laos","Parkinson.s.Disease",1.09
"4335","Gabon","Interpersonal.Violence",1.09
"4428","Fiji","Interpersonal.Violence",1.09
"5122","Colombia","Road.Injuries",1.09
"4211","Ghana","Interpersonal.Violence",1.09
"368","United Arab Emirates","Drowning",1.1
"544","Tunisia","Self.harm",1.1
"5820","Belarus","Drug.Use.Disorders",1.1
"6163","Angola","Maternal.Disorders",1.11
"1232","Slovenia","Drug.Use.Disorders",1.11
"3625","Italy","Nutritional.Deficiencies",1.11
"3094","Madagascar","Maternal.Disorders",1.11
"968","Sudan","Road.Injuries",1.12
"5335","Cameroon","Fire..Heat..and.Hot.Substances",1.12
"4882","Cyprus","Diarrheal.Diseases",1.12
"5629","Bolivia","Alcohol.Use.Disorders",1.13
"372","United Arab Emirates","Alzheimer.s.Disease.and.Other.Dementias",1.13
"1181","Solomon Islands","Fire..Heat..and.Hot.Substances",1.13
"1196","Solomon Islands","Alcohol.Use.Disorders",1.13
"551","Tunisia","HIV.AIDS",1.14
"2125","Oman","Self.harm",1.14
"5362","Cameroon","Parkinson.s.Disease",1.14
"4528","Eritrea","Acute.Hepatitis",1.15
"2598","Mozambique","Maternal.Disorders",1.15
"1425","Senegal","Parkinson.s.Disease",1.16
"4277","Georgia","Parkinson.s.Disease",1.16
"425","Uganda","Tuberculosis",1.17
"4773","Djibouti","Parkinson.s.Disease",1.17
"1886","Philippines","Interpersonal.Violence",1.18
"5380","Cambodia","Self.harm",1.18
"3548","Japan","Environmental.Heat.and.Cold.Exposure",1.18
"5434","Burkina Faso","Poisonings",1.19
"2254","North Korea","Tuberculosis",1.19
"1136","South Africa","Lower.Respiratory.Infections",1.2
"4207","Ghana","Tuberculosis",1.2
"4422","Fiji","Lower.Respiratory.Infections",1.2
"576","Trinidad and Tobago","Alcohol.Use.Disorders",1.2
"1983","Papua New Guinea","Parkinson.s.Disease",1.2
